Index,mag,re_arc,nser,ba,ellip,re_pix,PA
5240.0,20.61803,0.46585912,3.8118033,0.3534711,0.6465289,7.7643185,100.57132
5241.0,21.938904,0.35395974,4.4244995,0.36575004,0.6342499,5.8993287,92.24173
5242.0,20.708324,1.6920675,1.1486698,0.5137982,0.48620182,28.201124,89.53144
5243.0,21.762451,0.72558177,5.737171,0.5496199,0.4503801,12.09303,144.37552
5244.0,20.624338,0.32841897,0.6904296,0.4754146,0.52458537,5.4736495,88.535675
5245.0,20.460886,1.4770211,5.453721,0.5291601,0.47083992,24.61702,85.16263
5246.0,21.397993,0.2678126,1.3205969,0.42816243,0.5718376,4.463544,93.33472
5247.0,22.328413,0.64261425,4.1029487,0.24418983,0.7558102,10.7102375,43.042442
5248.0,21.795921,0.71558607,2.4085574,0.56233877,0.4376612,11.9264345,60.434895
5249.0,21.674194,1.1590163,2.85545,0.6675128,0.33248723,19.316936,17.002726
5250.0,20.003786,0.12213651,1.4664156,0.40993503,0.590065,2.0356085,69.938515
5251.0,22.379578,0.2432696,2.7332847,0.6068352,0.39316478,4.0544934,167.70526
5252.0,20.224318,0.58172226,4.3932586,0.20735541,0.79264456,9.695371,75.09428
5253.0,20.836992,0.7641673,3.1046205,0.37890694,0.6210931,12.736122,3.9110365
5254.0,21.50106,0.20235418,5.1504536,0.22034946,0.77965057,3.3725696,127.12713
5255.0,20.300776,0.97669506,2.803093,0.27999622,0.7200038,16.278252,89.33743
5256.0,20.133656,0.7648915,4.4671345,0.70681274,0.29318726,12.748192,172.1446
5257.0,21.489351,1.650799,1.0055894,0.4573319,0.5426681,27.513317,149.9766
5258.0,22.185806,0.22106333,3.0374224,0.3267231,0.6732769,3.6843889,121.58855
5259.0,20.69927,0.37034717,0.7334385,0.34917465,0.6508254,6.172453,90.16529
5260.0,20.048061,0.25260958,2.8776107,0.2559423,0.7440577,4.2101593,43.34462
5261.0,20.22712,0.18808922,1.1452205,0.44400632,0.5559937,3.1348202,2.3580759
5262.0,21.133215,0.5738296,4.6320596,0.5099851,0.4900149,9.563826,89.05084
5263.0,22.598524,0.6365886,4.6322193,0.4379075,0.56209254,10.60981,80.655464
5264.0,20.778048,0.24231204,0.36605915,0.5152814,0.48471865,4.038534,105.24605
5265.0,21.328844,0.28930685,3.6472015,0.32668555,0.67331445,4.8217807,4.9272547
5266.0,20.157871,0.1576345,3.595567,0.3297121,0.6702879,2.6272416,83.20962
5267.0,21.308044,0.47016537,5.999435,0.3539524,0.6460476,7.8360896,78.53642
5268.0,21.7195,1.441461,2.2611368,0.6612785,0.3387215,24.02435,75.50196
5269.0,20.420618,0.50638425,5.678312,0.45363864,0.5463614,8.439737,174.06453
5270.0,22.022682,0.2751975,4.7871227,0.35837635,0.6416236,4.586625,111.85828
5271.0,21.564482,0.9816531,0.6422632,0.4492057,0.5507943,16.360886,104.88251
5272.0,20.88248,0.314978,1.882791,0.73085856,0.26914144,5.249634,33.908775
5273.0,22.238138,0.21045329,2.102439,0.40443665,0.59556335,3.5075548,150.70412
5274.0,22.284735,0.80060136,4.4959803,0.2394245,0.7605755,13.343356,98.88048
5275.0,20.576109,0.3819505,0.9158315,0.6630477,0.3369523,6.365842,102.62022
5276.0,20.863882,1.0485238,5.136778,0.69647753,0.3035225,17.475395,65.81862
5277.0,21.264194,0.7388212,1.0342654,0.49670705,0.5032929,12.313687,67.49602
5278.0,22.613047,0.6476006,5.536132,0.2816144,0.71838564,10.793344,168.37404
5279.0,22.992994,0.30652258,5.911633,0.6424889,0.35751113,5.1087093,78.39478
5280.0,20.569355,0.22556308,0.6991564,0.29050598,0.709494,3.7593846,149.86504
5281.0,20.347729,1.5368956,2.1236668,0.70277333,0.2972267,25.614927,145.38301
5282.0,21.362505,0.26154238,6.189245,0.65226,0.34774002,4.3590393,82.37679
5283.0,20.222454,0.54849833,4.778962,0.5482417,0.45175835,9.141639,120.69673
5284.0,21.088911,0.33779928,3.6246145,0.52583367,0.47416633,5.6299877,79.19456
5285.0,22.21855,0.24223256,1.868999,0.69685906,0.30314094,4.0372095,116.29598
5286.0,22.098442,0.69014037,5.1868525,0.50596863,0.49403137,11.502339,20.95812
5287.0,20.9283,0.20525281,1.331409,0.76903194,0.23096806,3.42088,55.267643
5288.0,20.744167,0.38978162,2.85416,0.5019869,0.49801305,6.4963603,2.8878386
5289.0,22.666471,0.19951697,2.8593047,0.4744658,0.5255342,3.3252828,147.02429
5290.0,21.086191,0.14241958,3.2252464,0.33677799,0.663222,2.3736596,6.8998604
5291.0,21.723513,0.12548466,1.3683758,0.4316282,0.56837183,2.091411,42.779156
5292.0,20.230711,0.22919436,4.80142,0.6667006,0.3332994,3.819906,3.4965982
5293.0,22.704239,0.38790372,4.9638515,0.7230581,0.27694187,6.465062,135.06189
5294.0,22.964256,0.32170027,3.566287,0.31099308,0.6890069,5.3616714,131.8207
5295.0,21.143007,0.8138995,3.8541522,0.7902442,0.20975578,13.564992,108.82535
5296.0,21.784777,0.58160275,1.3938416,0.6410794,0.35892057,9.693379,16.901293
5297.0,22.178272,0.43352416,5.810497,0.70154476,0.29845524,7.2254024,64.61699
5298.0,21.577084,0.17170145,0.81075156,0.71887714,0.28112286,2.8616908,51.054756
5299.0,21.628311,0.14219381,4.2228007,0.30629694,0.69370306,2.3698967,7.100052
5300.0,21.052204,1.4231975,4.620953,0.7176953,0.28230473,23.71996,75.174675
5301.0,22.145096,1.7492436,1.2141057,0.45050097,0.54949903,29.15406,95.29081
5302.0,21.284346,0.19204015,1.836874,0.5390757,0.46092433,3.200669,158.16139
5303.0,20.28581,1.3583189,5.5464835,0.3262091,0.67379093,22.638647,24.682917
5304.0,21.370522,0.6253628,5.500688,0.5158609,0.4841391,10.422713,71.98593
5305.0,20.784359,0.15351826,1.4304554,0.5912232,0.40877682,2.5586376,2.6580913
5306.0,21.78662,1.5660744,0.7609109,0.5136854,0.4863146,26.10124,178.42848
5307.0,21.288555,1.6858889,2.963772,0.20368168,0.7963183,28.098148,92.247536
5308.0,21.90622,0.1276309,0.3225147,0.78390765,0.21609235,2.1271818,123.06389
5309.0,20.886766,0.5045667,1.6279097,0.42129046,0.57870954,8.409446,124.883316
5310.0,20.490782,0.17301664,2.5511284,0.4841723,0.5158277,2.8836107,35.862022
5311.0,20.479452,1.2469145,2.7975397,0.53751194,0.46248803,20.781908,74.940605
5312.0,20.755198,0.7339256,1.4798177,0.3614745,0.6385255,12.232093,130.45033
5313.0,22.626442,1.1045489,4.914023,0.5476923,0.4523077,18.40915,75.85711
5314.0,20.61485,0.20447053,4.8583994,0.31341103,0.686589,3.4078422,69.72402
5315.0,22.497526,0.15107772,4.738091,0.31236467,0.6876353,2.517962,106.82414
5316.0,22.186285,0.23938839,2.3758657,0.42508346,0.57491654,3.9898064,85.52176
5317.0,20.805466,0.4599176,2.1044395,0.5802897,0.41971025,7.6652937,101.13428
5318.0,22.16398,0.12873133,2.9665122,0.6017225,0.39827755,2.145522,14.4698715
5319.0,20.942514,0.37493086,3.9890628,0.52892995,0.47107005,6.2488475,15.594071
5320.0,20.8689,1.1788269,4.6382794,0.2050046,0.79499537,19.647116,134.24289
5321.0,20.22121,0.6257293,2.4243634,0.767958,0.23204204,10.4288225,124.88157
5322.0,22.246984,0.23458458,1.2988318,0.5830443,0.41695568,3.909743,125.01186
5323.0,21.929174,0.39584538,2.4333901,0.35956174,0.64043826,6.597423,21.432379
5324.0,22.557962,0.122547254,1.9143821,0.40036586,0.5996342,2.0424542,123.289055
5325.0,22.572521,1.2929533,5.2218623,0.69322777,0.30677223,21.549221,149.67955
5326.0,20.196404,0.28924105,1.0329444,0.21874152,0.78125846,4.820684,89.36523
5327.0,22.693014,0.40881434,4.380152,0.28571233,0.7142877,6.8135724,27.081497
5328.0,20.491085,0.20458351,3.2507548,0.38453305,0.61546695,3.4097252,110.21877
5329.0,21.560755,0.16327585,3.3036196,0.57494044,0.42505956,2.7212644,38.32032
5330.0,20.455032,0.119211555,1.6243062,0.7659963,0.23400371,1.9868592,156.51869
5331.0,22.825079,0.26406348,1.540137,0.33158222,0.66841775,4.4010577,26.047012
5332.0,22.385288,1.6735334,2.2333848,0.4484404,0.55155957,27.892223,134.26729
5333.0,20.832474,1.566527,2.0753465,0.28884307,0.71115696,26.108784,10.062574
5334.0,22.853212,0.17609125,1.7331716,0.4485256,0.5514744,2.934854,116.46117
5335.0,20.644451,0.78207636,4.1442056,0.29032546,0.70967454,13.034606,76.62517
5336.0,20.817205,0.107863285,5.110137,0.37432185,0.6256782,1.7977215,68.39143
5337.0,22.86467,0.23794538,4.7450423,0.5368168,0.46318325,3.9657562,155.3621
5338.0,20.628347,0.22747788,4.509828,0.65469825,0.34530172,3.791298,62.98388
5339.0,22.894035,0.4695611,3.32896,0.66787916,0.33212084,7.8260183,84.277885
5340.0,22.871283,0.15489174,1.5897694,0.51331645,0.48668352,2.581529,112.983574
5341.0,22.76109,0.5747559,0.6728033,0.5956613,0.40433872,9.579265,157.59543
5342.0,21.171526,0.36204585,6.037674,0.2555362,0.7444638,6.034097,6.3163877
5343.0,20.751728,0.645705,2.7150156,0.6567189,0.3432811,10.76175,172.18907
5344.0,20.44049,0.1801135,4.055346,0.7959983,0.20400172,3.0018916,130.67323
5345.0,21.06413,0.65549743,1.441756,0.47151315,0.52848685,10.924957,45.75027
5346.0,21.88214,1.0363659,1.3145982,0.53125644,0.46874353,17.272764,127.155525
5347.0,21.755919,1.3079256,5.8440466,0.4867871,0.51321286,21.79876,123.31265
5348.0,22.147367,0.19509156,3.4036207,0.30684242,0.69315755,3.251526,14.790455
5349.0,21.845514,0.20882635,1.5624822,0.26370317,0.73629683,3.480439,135.06558
5350.0,21.31068,0.13689557,4.5020537,0.7150291,0.2849709,2.2815926,100.057846
5351.0,21.79812,0.3269495,4.0461826,0.33041397,0.66958606,5.449158,43.720295
5352.0,20.366638,0.88181484,1.493981,0.53657514,0.46342486,14.696914,2.920941
5353.0,21.810806,0.28647536,1.8138897,0.6674928,0.3325072,4.774589,164.97089
5354.0,22.688961,0.13102819,2.0940642,0.76634836,0.23365164,2.183803,11.51537
5355.0,22.990623,0.707442,2.898463,0.519399,0.480601,11.790699,5.2659097
5356.0,20.690695,0.13809921,0.5596815,0.554195,0.44580504,2.3016536,125.37707
5357.0,20.381138,1.4485283,2.4947875,0.61469436,0.38530564,24.142138,103.00161
5358.0,22.541536,0.7095657,4.114175,0.31624648,0.68375355,11.826096,173.31543
5359.0,21.229969,0.27924657,5.3765044,0.7032352,0.29676476,4.6541095,13.425246
5360.0,20.77409,0.53911906,5.4042287,0.36612293,0.63387704,8.985318,72.19552
5361.0,22.219986,0.17880818,3.9492412,0.7079193,0.29208073,2.9801364,122.52488
5362.0,21.809587,0.15381381,2.9406157,0.6044852,0.39551482,2.5635636,80.91517
5363.0,22.12308,0.86307776,4.894127,0.74544203,0.25455797,14.384629,39.78176
5364.0,20.708588,1.0178838,4.6545835,0.59152967,0.4084703,16.96473,58.62557
5365.0,21.107073,0.26813412,2.0022054,0.28816608,0.7118339,4.468902,128.93712
5366.0,22.510283,0.14334424,3.4573147,0.58620715,0.41379282,2.3890705,162.5221
5367.0,20.937872,0.24374186,0.48942563,0.7183584,0.28164157,4.062364,139.86014
5368.0,22.171707,0.44987816,2.2189524,0.21460682,0.7853932,7.4979696,161.18576
5369.0,22.81108,0.17438146,2.5080183,0.33599907,0.6640009,2.9063578,73.868774
5370.0,20.080772,0.81701,0.6975697,0.7797407,0.22025928,13.616834,131.94148
5371.0,21.553604,0.1216104,1.1543155,0.6720563,0.32794365,2.02684,63.067627
5372.0,21.245138,0.21451832,1.6762549,0.46414593,0.53585404,3.5753052,36.295227
5373.0,20.565262,0.4827044,5.0360813,0.76796377,0.23203622,8.0450735,17.572687
5374.0,20.180628,0.12626702,4.018016,0.46729407,0.5327059,2.1044505,73.196236
5375.0,22.672989,0.64349276,4.3473196,0.25738862,0.7426114,10.724879,19.2941
5376.0,22.427313,0.68926346,1.9751807,0.5197088,0.4802912,11.487724,33.735897
5377.0,22.194027,0.9711063,4.55512,0.4179187,0.58208126,16.185104,65.874405
5378.0,21.804337,0.6897424,4.405823,0.73155004,0.26844996,11.495707,62.030098
5379.0,21.537436,0.6222447,4.8982706,0.37263033,0.62736964,10.370746,154.54933
5380.0,22.175734,0.1548708,3.8006332,0.29385024,0.70614976,2.5811799,81.52437
5381.0,20.659151,0.27039844,5.2231293,0.65521336,0.34478667,4.506641,15.459552
5382.0,22.80955,0.76383364,0.8477703,0.54491514,0.4550849,12.730561,56.859726
5383.0,22.140593,0.27123678,2.6862228,0.48651296,0.51348704,4.520613,0.009990004
5384.0,22.880955,0.12300079,4.976487,0.44641638,0.5535836,2.050013,50.825527
5385.0,21.30642,0.5555386,5.2652826,0.4279317,0.5720683,9.258977,35.62786
5386.0,21.56005,0.518542,4.421413,0.3022665,0.6977335,8.642366,82.82893
5387.0,22.73644,0.12199578,4.7950625,0.75754523,0.24245478,2.033263,96.94706
5388.0,21.56717,0.26904455,5.853239,0.5700537,0.4299463,4.484076,134.91011
5389.0,21.707487,0.6577974,2.8036804,0.35476452,0.6452355,10.963289,80.95967
5390.0,21.944689,1.1282507,3.246398,0.7164487,0.28355125,18.80418,66.44704
5391.0,22.074833,1.2132703,0.94584477,0.2958284,0.7041716,20.22117,47.868042
5392.0,21.933386,0.16292149,4.741323,0.57744044,0.42255956,2.715358,144.70172
5393.0,20.75057,0.110923335,5.5511613,0.51802444,0.48197553,1.8487222,135.60783
5394.0,21.141733,1.5221351,1.3678827,0.28120038,0.71879965,25.36892,159.52362
5395.0,21.912312,0.24094906,1.0045674,0.3443023,0.6556977,4.0158176,40.1091
5396.0,22.97716,0.35867226,0.7758993,0.31807357,0.6819264,5.977871,35.26362
5397.0,21.434555,0.33601657,3.2451,0.6666123,0.3333877,5.600276,43.148174
5398.0,20.188028,0.72810113,2.627831,0.35946515,0.6405349,12.135018,93.10709
5399.0,21.171844,0.16232833,3.4460654,0.36299437,0.6370056,2.7054722,87.26795
5400.0,20.272024,0.83013,3.5383584,0.42848864,0.5715114,13.835499,178.68585
5401.0,21.057169,0.118009955,5.8803415,0.5604858,0.4395142,1.9668326,10.831541
5402.0,21.512318,1.3742255,1.009036,0.79970604,0.20029393,22.903759,49.856445
5403.0,22.394505,0.22286472,1.3841219,0.5163436,0.48365638,3.714412,72.156456
5404.0,20.83056,0.32721502,2.599421,0.7282853,0.27171466,5.4535837,128.78635
5405.0,21.794025,0.59468323,1.3317119,0.5409599,0.45904008,9.911387,9.12011
5406.0,22.084682,1.1407113,4.085923,0.2293693,0.7706307,19.011854,41.011272
5407.0,21.510172,0.13748655,5.4139905,0.22171904,0.778281,2.2914424,52.496655
5408.0,20.68137,0.13936335,4.0508122,0.59170735,0.40829268,2.3227224,148.77919
5409.0,20.280563,0.156525,1.2662549,0.6693951,0.33060494,2.60875,12.551667
5410.0,20.233097,1.2324905,4.5108194,0.62074345,0.37925658,20.541508,123.27169
5411.0,22.178215,0.42295888,3.2844577,0.6714474,0.3285526,7.0493145,99.8914
5412.0,22.590454,0.8313364,4.527776,0.5189378,0.48106214,13.855606,130.7761
5413.0,22.133648,0.4666809,2.3673234,0.7892272,0.21077284,7.778015,30.880249
5414.0,20.162203,0.94123286,4.1233993,0.49812904,0.50187093,15.687215,66.911446
5415.0,20.017954,0.42532897,2.758091,0.768311,0.23168895,7.088816,104.55185
5416.0,20.838797,0.14005634,0.483002,0.22230849,0.77769154,2.3342724,79.10799
5417.0,20.231049,0.86146146,4.552616,0.3264593,0.6735407,14.357691,19.768766
5418.0,21.502539,0.497904,4.065315,0.55501175,0.44498828,8.2984,160.38657
5419.0,20.007898,0.6819289,3.0380516,0.3040409,0.6959591,11.365481,18.465406
5420.0,21.202858,0.20457827,3.0093718,0.62874985,0.37125015,3.4096377,103.25287
5421.0,22.502792,0.44654256,5.388912,0.690221,0.309779,7.442376,145.4843
5422.0,20.718552,0.25353792,2.9641538,0.67760897,0.32239106,4.2256317,50.536633
5423.0,20.225933,0.4726043,2.8253534,0.29365963,0.7063404,7.876738,143.29074
5424.0,20.227255,0.15328121,2.6083376,0.28624654,0.71375346,2.554687,83.258156
5425.0,20.636694,0.58090127,3.5369506,0.3918167,0.6081833,9.681688,141.87796
5426.0,22.636204,0.27271578,2.7591429,0.59912354,0.40087646,4.545263,50.48888
5427.0,20.407948,0.27455088,5.7240853,0.23301873,0.76698124,4.575848,35.21546
5428.0,22.743992,1.3214453,4.992403,0.7586939,0.24130616,22.02409,109.0761
5429.0,21.197233,0.12562841,3.8353333,0.43532592,0.5646741,2.093807,73.996735
5430.0,22.413698,0.529956,0.8498608,0.4988253,0.5011747,8.832601,121.87913
5431.0,20.885618,0.12534387,6.0970364,0.72506714,0.2749329,2.0890646,125.394585
5432.0,20.141941,0.30406716,3.3182194,0.6212727,0.37872735,5.0677857,160.61763
5433.0,21.66496,0.3295856,3.1853852,0.3316844,0.6683156,5.4930935,116.08942
5434.0,22.005472,0.1559353,6.169316,0.28029394,0.71970606,2.5989218,42.977264
5435.0,20.516758,1.1722255,4.0734076,0.5386698,0.46133018,19.53709,69.08966
5436.0,20.442606,0.43291435,3.4955647,0.29359254,0.7064075,7.215239,100.70544
5437.0,20.160799,0.2519651,0.7380127,0.770118,0.22988203,4.199418,110.21162
5438.0,20.966158,0.9003231,5.3364387,0.71529293,0.28470707,15.005384,146.82431
5439.0,22.173634,0.15978011,5.7279434,0.6672932,0.3327068,2.663002,130.05856
5440.0,22.763805,0.7813105,2.8618248,0.30424523,0.69575477,13.021841,39.393887
5441.0,20.92941,0.41347405,2.5774271,0.5388293,0.46117067,6.891234,34.37628
5442.0,20.767227,1.6181655,4.5696545,0.3415468,0.65845317,26.969425,88.83496
5443.0,21.891226,1.0956945,2.9816346,0.26310125,0.7368988,18.261578,125.498375
5444.0,22.845518,1.4525385,3.728645,0.32687885,0.67312115,24.208975,125.7276
5445.0,20.2692,0.5597997,1.4980689,0.6467675,0.35323253,9.329994,17.933754
5446.0,21.06685,0.26998743,2.549193,0.56802475,0.43197522,4.4997907,64.471214
5447.0,21.853495,0.24770059,3.4974468,0.66928047,0.33071953,4.128343,73.45751
5448.0,20.389502,0.29292127,4.7583923,0.48634574,0.5136543,4.8820214,38.343723
5449.0,20.679613,0.36332166,6.049598,0.38159564,0.6184043,6.0553613,32.058514
5450.0,21.208822,0.119913004,1.9148034,0.70511365,0.29488632,1.99855,137.39014
5451.0,22.899994,0.38742504,0.4042545,0.28374124,0.71625876,6.457084,98.281525
5452.0,20.928211,0.4624742,4.9474854,0.46292967,0.53707033,7.707903,62.844383
5453.0,21.902212,0.23761176,1.7302536,0.47093642,0.5290636,3.960196,14.621081
5454.0,22.957024,0.6829222,3.8341486,0.25721195,0.742788,11.382036,111.99211
5455.0,22.878479,0.47526067,0.5960992,0.2931862,0.7068138,7.9210114,166.14334
5456.0,20.098671,0.24817011,0.9268771,0.58407885,0.41592118,4.1361685,146.18675
5457.0,22.573092,1.1024976,3.8448424,0.5657741,0.43422592,18.37496,49.34226
5458.0,22.995953,0.24055095,3.5913563,0.36616486,0.63383514,4.0091825,156.71712
5459.0,22.271835,0.195798,3.4181926,0.2400846,0.7599154,3.2632997,55.65552
5460.0,22.282309,0.62129444,2.1334858,0.35416883,0.64583117,10.354907,76.70404
5461.0,22.891151,0.21771571,5.538084,0.25941798,0.74058205,3.628595,13.930402
5462.0,22.320024,0.15708293,1.8697722,0.32813275,0.67186725,2.618049,33.513123
5463.0,21.486483,0.2967385,1.6727116,0.4761584,0.52384156,4.9456415,88.82054
5464.0,20.611246,0.123479664,0.80052483,0.33189002,0.66810995,2.0579944,176.16864
5465.0,21.432112,0.15275924,4.7237997,0.4048305,0.5951695,2.5459874,21.457565
5466.0,22.552204,0.20715757,3.632747,0.5742668,0.42573318,3.452626,121.05682
5467.0,22.186178,0.11058847,4.2764735,0.6040621,0.3959379,1.8431412,132.9825
5468.0,21.32303,0.2587829,4.265983,0.43785658,0.5621434,4.3130484,120.074356
5469.0,20.893383,0.12449072,5.291327,0.59445775,0.40554228,2.0748453,54.756413
5470.0,21.840034,0.11809294,4.112699,0.30225188,0.6977481,1.9682156,19.42114
5471.0,21.33433,1.3779856,1.4795572,0.64653206,0.35346794,22.966427,106.13214
5472.0,20.950865,0.9589036,3.8011432,0.23566404,0.76433593,15.981727,97.096565
5473.0,22.842932,0.39013568,2.573852,0.23967604,0.76032394,6.5022616,121.45199
5474.0,20.30484,0.18301263,1.3435365,0.36881146,0.6311885,3.0502107,170.80504
5475.0,20.268402,1.4838622,5.4515295,0.2209494,0.7790506,24.731037,26.721521
5476.0,21.705631,0.92623514,3.7846234,0.39671004,0.60328996,15.437252,1.6351055
5477.0,22.349733,0.23708324,4.9082747,0.50843596,0.49156407,3.9513874,44.06466
5478.0,21.584976,1.382256,2.889462,0.46025947,0.53974056,23.037601,48.515423
5479.0,22.87679,0.11715669,5.2601547,0.79579204,0.20420797,1.9526116,156.73013
5480.0,21.353706,0.15743397,3.936829,0.568981,0.43101904,2.6238995,31.785967
5481.0,20.14181,0.19417672,4.7976255,0.59038585,0.40961415,3.2362788,140.9306
5482.0,20.040047,0.59201086,3.2586854,0.68930453,0.31069547,9.866848,13.731748
5483.0,20.666367,1.5594282,1.8192257,0.7539959,0.24600409,25.99047,161.99796
5484.0,20.507416,0.22337559,5.2076406,0.7870587,0.21294127,3.7229264,18.54102
5485.0,21.377281,1.4111186,1.5425807,0.37840533,0.62159467,23.518642,75.94317
5486.0,22.060625,0.6140873,4.274245,0.61068714,0.38931286,10.234788,130.65616
5487.0,21.732595,0.58904546,4.1867485,0.2503581,0.7496419,9.817425,147.61935
5488.0,22.376936,1.3280215,3.3521256,0.47822323,0.5217768,22.133692,110.516785
5489.0,21.68928,0.12168152,5.471251,0.3645126,0.63548744,2.0280254,112.21355
5490.0,20.182875,0.14424565,0.5714607,0.24281998,0.75718004,2.4040942,100.06803
5491.0,20.882078,0.17527542,3.677201,0.58687377,0.41312623,2.921257,99.546005
5492.0,21.679296,0.31759974,4.1197863,0.5414599,0.45854005,5.2933292,6.925883
5493.0,21.742334,0.72249573,1.8373988,0.7737006,0.22629938,12.041595,122.96327
5494.0,20.527237,0.28808656,4.0213647,0.6933109,0.30668905,4.8014426,42.49844
5495.0,20.253845,0.7703247,2.2463315,0.20157576,0.79842424,12.838745,21.185284
5496.0,21.168283,0.65778804,5.428429,0.24299023,0.7570098,10.963134,121.802765
5497.0,22.05041,0.91178995,2.3210554,0.39499462,0.6050054,15.1965,109.27297
5498.0,21.747757,0.13505137,0.6207369,0.7065029,0.2934971,2.2508562,108.23692
5499.0,22.535505,1.5342139,5.608961,0.26279077,0.73720926,25.570232,46.679016
5500.0,22.161657,0.12077096,5.3595004,0.65089434,0.3491057,2.0128493,140.71216
5501.0,22.57719,0.5546507,5.5655217,0.5938173,0.40618268,9.244179,159.14131
5502.0,22.726374,0.121707596,4.4425125,0.60742337,0.3925766,2.0284598,153.17557
5503.0,22.598639,0.12585415,5.5497146,0.58780944,0.41219053,2.0975692,72.42505
5504.0,22.981722,0.88778657,3.5857623,0.27245617,0.72754383,14.796443,158.63797
5505.0,22.331463,0.18873183,5.9916344,0.20864318,0.7913568,3.1455305,5.1331367
5506.0,20.461126,0.37983325,3.3428247,0.79198253,0.20801747,6.3305545,31.71988
5507.0,22.18036,1.21076,0.50750977,0.5881783,0.41182172,20.179333,171.70285
5508.0,22.303045,1.5216178,3.8901315,0.23507644,0.7649236,25.360296,15.5300865
5509.0,22.96592,0.66078615,1.0379428,0.69759625,0.30240372,11.013103,50.97733
5510.0,21.01082,0.14438505,5.000833,0.4998512,0.5001488,2.4064176,99.57533
5511.0,20.302185,0.694198,1.8810385,0.46766582,0.53233415,11.569967,49.376316
5512.0,22.566729,0.68869007,3.7963688,0.5486495,0.4513505,11.478168,176.04109
5513.0,21.633608,0.11851244,6.0556436,0.24449483,0.75550514,1.9752072,65.63765
5514.0,22.649395,1.1250734,1.209603,0.6226492,0.37735078,18.751225,9.45986
5515.0,21.284447,0.24805765,1.0372474,0.33092037,0.6690796,4.134294,32.19146
5516.0,21.887648,0.35366228,2.3287241,0.3875306,0.61246943,5.894371,2.8985038
5517.0,21.917847,1.4316715,4.2120275,0.37030864,0.62969136,23.861193,60.13103
5518.0,21.599564,0.44182432,3.2550368,0.3188094,0.6811906,7.3637385,65.57037
5519.0,20.37209,0.22706081,5.263042,0.30033225,0.69966775,3.7843468,140.36926
5520.0,20.899109,1.8054951,0.5524521,0.70212287,0.2978771,30.091587,24.84145
5521.0,22.827246,0.38265434,4.7469425,0.32715768,0.6728423,6.3775725,72.52639
5522.0,20.226637,0.94415706,4.5723705,0.46880764,0.53119236,15.73595,62.929665
5523.0,20.358738,0.7650558,1.8104913,0.23022406,0.7697759,12.75093,55.429897
5524.0,22.825655,1.6858937,0.7927691,0.63359785,0.36640218,28.098228,113.38532
5525.0,21.914894,0.36171764,5.0092807,0.31214008,0.6878599,6.028627,124.2567
5526.0,20.68799,1.0148654,1.3169682,0.42167413,0.57832587,16.914423,96.57745
5527.0,20.134275,1.1177009,3.3033154,0.70355713,0.2964429,18.62835,113.14181
5528.0,20.396696,0.53544694,1.5683827,0.339647,0.660353,8.924116,76.66654
5529.0,21.724964,1.773669,3.3593726,0.26509094,0.73490906,29.56115,61.616627
5530.0,21.796875,0.50462437,3.8665302,0.5787617,0.42123833,8.410406,121.85635
5531.0,21.510403,0.26821208,1.9379972,0.51324064,0.4867594,4.470201,135.3572
5532.0,20.921333,0.13233228,2.325769,0.28244352,0.7175565,2.2055378,113.93976
5533.0,21.078712,0.2666403,4.4546814,0.33064172,0.66935825,4.444005,178.34944
5534.0,22.718557,0.663341,2.0237412,0.3625601,0.6374399,11.055683,134.97284
5535.0,20.371872,0.18994556,4.2774286,0.78744316,0.21255682,3.1657593,136.21873
5536.0,21.971807,0.646517,5.687767,0.35284546,0.64715457,10.775283,121.96322
5537.0,21.830093,0.31965682,0.9802924,0.28277233,0.7172277,5.327614,140.16881
5538.0,22.89149,1.556648,1.5844831,0.74782485,0.25217518,25.944134,46.972633
5539.0,22.695057,0.23921801,2.5562367,0.75835556,0.24164444,3.9869668,108.715675
5540.0,22.512783,0.49877578,3.1281624,0.38024962,0.6197504,8.312929,18.793352
5541.0,22.927725,0.1963367,3.836782,0.6265493,0.3734507,3.2722783,129.0785
5542.0,22.614113,1.1487284,1.960062,0.5360301,0.4639699,19.145472,88.810295
5543.0,21.152372,0.2581252,2.6669796,0.22930646,0.77069354,4.3020864,104.41297
5544.0,20.100536,0.5867927,1.5769821,0.37687638,0.6231236,9.779879,173.24277
5545.0,21.504148,0.4676956,1.4025637,0.27661294,0.72338706,7.7949266,34.80688
5546.0,21.40508,0.27707285,3.8674586,0.24515383,0.75484616,4.617881,119.71259
5547.0,21.964224,0.7564356,0.99598366,0.587013,0.412987,12.607259,32.4067
5548.0,21.995834,0.1201994,1.8969139,0.48225263,0.5177474,2.0033233,67.398926
5549.0,22.462408,0.17924024,5.556559,0.607699,0.39230105,2.9873374,46.15927
5550.0,21.046516,1.79518,0.3892617,0.40668598,0.593314,29.919666,161.63087
5551.0,20.845213,0.32509574,3.7175617,0.54018825,0.45981175,5.4182625,73.167946
5552.0,22.959078,0.83379436,3.4724126,0.36558393,0.6344161,13.896572,22.070992
5553.0,22.427694,0.48738652,5.337183,0.57377017,0.42622983,8.123109,88.27986
5554.0,21.89762,0.5217652,3.7085881,0.2771245,0.7228755,8.696086,153.59395
5555.0,20.457563,1.6350884,1.1932847,0.72469217,0.27530783,27.251474,30.682928
5556.0,21.066818,0.26832956,4.4437666,0.4208478,0.57915217,4.4721594,82.70314
